Teacher_ID,Full_Name,Gender,Country,Primary_Subject,Secondary_Subject,Education_Level,Years_of_Experience,Teaching_Style,Certifications,Availability,Language,Student_Rating,Courses_Taught,Is_Research_Active,Email
T07678,Michelle Ibarra,Female,India,Physics,Mathematics,Bachelors,27,Lecture-based,TESOL,Visiting,English,2.57,77,False,michelle.ibarra@example.edu
T07679,Breanna Bryant,Non-Binary,Germany,Chemistry,Geography,Bachelors,6,Flipped Classroom,None,Part-time,German,3.72,80,False,breanna.bryant@example.edu
T07680,Michele Russell,Male,Germany,Computer Science,History,Bachelors,1,Flipped Classroom,Online Certifications,Part-time,French,3.75,22,True,michele.russell@example.edu
T07681,Kevin Weber,Non-Binary,Germany,History,Mathematics,PhD,5,Hybrid,None,Part-time,German,4.3,68,False,kevin.weber@example.edu
T07682,John Delacruz,Non-Binary,UK,Economics,Geography,Masters,8,Project-based,TESOL,Full-time,German,4.19,68,True,john.delacruz@example.edu
T07683,Emily Hunt,Female,USA,Philosophy,English,PhD,5,Lecture-based,TESOL,Visiting,Mandarin,4.48,88,True,emily.hunt@example.edu
T07684,David Mckinney,Non-Binary,Germany,Chemistry,Physics,Masters,18,Project-based,B.Ed,Visiting,French,4.52,81,False,david.mckinney@example.edu
T07685,Deanna Gray,Non-Binary,India,Economics,English,Bachelors,34,Flipped Classroom,TESOL,Full-time,Mandarin,3.85,75,True,deanna.gray@example.edu
T07686,Jason Wilson,Non-Binary,USA,Mathematics,Mathematics,Masters,10,Lecture-based,PGCE,Visiting,French,2.78,58,False,jason.wilson@example.edu
T07687,Bobby White,Male,Australia,Philosophy,English,Bachelors,21,Hybrid,None,Part-time,English,2.68,61,False,bobby.white@example.edu
T07688,Keith Hall,Non-Binary,UK,History,Biology,Bachelors,32,Hybrid,M.Ed,Part-time,French,2.98,85,False,keith.hall@example.edu
T07689,Kayla Silva,Non-Binary,USA,Physics,Physics,Bachelors,5,Hybrid,M.Ed,Part-time,Spanish,3.44,74,False,kayla.silva@example.edu
T07690,Kim Valencia,Male,Canada,Mathematics,Chemistry,Masters,32,Hybrid,None,Full-time,English,4.19,7,True,kim.valencia@example.edu
T07691,Kristine Glover,Non-Binary,USA,Physics,History,PhD,10,Interactive,M.Ed,Visiting,English,3.6,37,False,kristine.glover@example.edu
T07692,Donna Bailey,Male,UK,Chemistry,Economics,Bachelors,32,Interactive,Online Certifications,Visiting,German,3.41,50,True,donna.bailey@example.edu
T07693,Shannon Robinson,Female,India,Economics,Geography,PhD,27,Interactive,Online Certifications,Part-time,Spanish,4.42,54,False,shannon.robinson@example.edu
T07694,John Williams,Female,France,Physics,Physics,PhD,28,Lecture-based,B.Ed,Full-time,German,3.62,75,True,john.williams@example.edu
T07695,Bradley Long,Non-Binary,UK,English,Physics,Bachelors,15,Flipped Classroom,PGCE,Visiting,English,4.85,46,True,bradley.long@example.edu
T07696,David Valdez,Non-Binary,India,Mathematics,Physics,Masters,37,Flipped Classroom,PGCE,Full-time,Spanish,3.25,80,False,david.valdez@example.edu
T07697,Jacqueline Patterson,Female,UK,Chemistry,English,PhD,39,Interactive,PGCE,Part-time,English,4.98,85,False,jacqueline.patterson@example.edu
T07698,Lisa Williams,Male,USA,Geography,Chemistry,PhD,29,Flipped Classroom,M.Ed,Part-time,English,2.8,65,False,lisa.williams@example.edu
T07699,Jonathan Crawford,Male,Canada,Geography,Physics,PhD,18,Project-based,M.Ed,Visiting,French,3.73,57,True,jonathan.crawford@example.edu
T07700,Stephanie Cook,Female,India,History,Computer Science,Bachelors,37,Lecture-based,M.Ed,Visiting,French,4.3,64,True,stephanie.cook@example.edu
T07701,Johnny Arellano,Non-Binary,France,Philosophy,Mathematics,Bachelors,39,Hybrid,TESOL,Full-time,French,4.06,55,True,johnny.arellano@example.edu
T07702,Linda Wheeler,Non-Binary,Australia,Economics,Philosophy,Bachelors,31,Lecture-based,None,Visiting,Spanish,2.83,70,False,linda.wheeler@example.edu
T07703,Ryan Jackson,Female,USA,Computer Science,Biology,PhD,16,Hybrid,Online Certifications,Part-time,English,2.84,28,True,ryan.jackson@example.edu
T07704,Cynthia Jones,Female,France,Philosophy,Biology,Masters,23,Project-based,M.Ed,Part-time,Spanish,4.0,99,False,cynthia.jones@example.edu
T07705,Melissa White,Female,Canada,Physics,Economics,PhD,5,Interactive,B.Ed,Part-time,Mandarin,2.97,58,True,melissa.white@example.edu
T07706,John Burnett,Male,Canada,English,Computer Science,PhD,5,Interactive,TESOL,Full-time,Mandarin,4.23,87,True,john.burnett@example.edu
T07707,Latoya Wagner,Male,Australia,Biology,Economics,PhD,38,Flipped Classroom,B.Ed,Part-time,French,2.85,93,False,latoya.wagner@example.edu
T07708,Michelle Trevino,Non-Binary,France,Biology,Economics,PhD,27,Lecture-based,TESOL,Full-time,Spanish,4.25,64,True,michelle.trevino@example.edu
T07709,David Hayes,Female,USA,Philosophy,Geography,Bachelors,2,Lecture-based,TESOL,Part-time,Spanish,2.78,59,False,david.hayes@example.edu
T07710,Tyler Martin,Non-Binary,UK,English,Economics,Masters,3,Project-based,B.Ed,Visiting,French,4.6,41,True,tyler.martin@example.edu
T07711,Kimberly Carroll,Non-Binary,UK,Economics,Philosophy,PhD,35,Project-based,PGCE,Visiting,Spanish,3.82,89,False,kimberly.carroll@example.edu
T07712,Mr. Joshua Mckenzie,Female,France,English,Geography,Masters,8,Project-based,Online Certifications,Visiting,French,4.15,85,False,mr..joshua.mckenzie@example.edu
T07713,Preston Olsen,Male,UK,Mathematics,Mathematics,PhD,39,Flipped Classroom,B.Ed,Full-time,Mandarin,4.45,87,True,preston.olsen@example.edu
T07714,Michael Wilson,Non-Binary,USA,Mathematics,Economics,PhD,38,Flipped Classroom,M.Ed,Visiting,English,2.73,21,False,michael.wilson@example.edu
T07715,Mr. Anthony Joyce,Female,Canada,Physics,Economics,PhD,24,Hybrid,PGCE,Visiting,Spanish,3.04,32,True,mr..anthony.joyce@example.edu
T07716,Amanda Rivera,Female,Australia,Chemistry,Chemistry,Bachelors,40,Interactive,M.Ed,Full-time,Mandarin,3.87,10,False,amanda.rivera@example.edu
T07717,Marisa Bradshaw,Non-Binary,Australia,Biology,Philosophy,PhD,18,Lecture-based,Online Certifications,Visiting,English,3.66,94,False,marisa.bradshaw@example.edu
T07718,Ashley Lutz,Non-Binary,UK,Physics,English,Bachelors,28,Interactive,B.Ed,Part-time,English,4.38,46,False,ashley.lutz@example.edu
T07719,Andrea Singh,Female,France,Biology,Biology,PhD,10,Interactive,Online Certifications,Full-time,Spanish,2.62,25,False,andrea.singh@example.edu
T07720,Kenneth Miller,Non-Binary,Germany,Economics,History,PhD,10,Lecture-based,None,Full-time,Mandarin,2.96,24,False,kenneth.miller@example.edu
T07721,Melanie Garcia,Male,USA,Geography,English,Bachelors,19,Lecture-based,PGCE,Part-time,English,4.28,71,True,melanie.garcia@example.edu
T07722,Stephanie Nelson,Non-Binary,France,Computer Science,Geography,Bachelors,5,Lecture-based,M.Ed,Full-time,Mandarin,3.59,49,False,stephanie.nelson@example.edu
T07723,Cynthia Perez,Non-Binary,Australia,History,Computer Science,Bachelors,33,Hybrid,TESOL,Visiting,English,4.64,61,False,cynthia.perez@example.edu
T07724,Monique Martinez,Female,Germany,Geography,Mathematics,Masters,11,Project-based,Online Certifications,Part-time,Mandarin,3.47,52,True,monique.martinez@example.edu
T07725,Christine Johnson,Male,France,Philosophy,Physics,PhD,29,Hybrid,Online Certifications,Part-time,English,4.75,18,False,christine.johnson@example.edu
T07726,Alisha Garner,Male,Australia,Geography,English,PhD,20,Project-based,None,Full-time,Mandarin,2.71,64,False,alisha.garner@example.edu
T07727,Michele Scott,Female,USA,Geography,Geography,PhD,37,Project-based,PGCE,Full-time,Mandarin,3.29,81,False,michele.scott@example.edu
T07728,Ashley Watson,Non-Binary,Australia,Geography,Philosophy,Bachelors,20,Lecture-based,B.Ed,Full-time,Spanish,2.99,60,False,ashley.watson@example.edu
T07729,David Allen,Male,Canada,Computer Science,History,Bachelors,24,Flipped Classroom,None,Full-time,French,4.87,9,False,david.allen@example.edu
T07730,Brent Adams,Non-Binary,Germany,Geography,History,Masters,30,Project-based,B.Ed,Part-time,Mandarin,4.18,13,False,brent.adams@example.edu
T07731,Danny Middleton,Female,Canada,Computer Science,Chemistry,PhD,33,Flipped Classroom,None,Visiting,German,3.92,75,True,danny.middleton@example.edu
T07732,Joseph Thomas,Female,France,History,English,PhD,31,Hybrid,TESOL,Full-time,Spanish,3.18,90,True,joseph.thomas@example.edu
T07733,Aaron Oconnell,Male,France,Economics,Physics,PhD,17,Lecture-based,None,Visiting,English,4.37,79,False,aaron.oconnell@example.edu
T07734,Jack Rosario,Male,UK,Geography,Philosophy,Masters,5,Lecture-based,PGCE,Full-time,French,2.72,59,True,jack.rosario@example.edu
T07735,Jennifer Rogers,Female,Australia,Mathematics,Economics,PhD,6,Interactive,Online Certifications,Part-time,Spanish,3.26,46,True,jennifer.rogers@example.edu
T07736,Kelly Reed,Male,Canada,Computer Science,Mathematics,PhD,18,Interactive,B.Ed,Part-time,Mandarin,3.25,14,False,kelly.reed@example.edu
T07737,Danielle Montes,Female,Canada,Chemistry,Economics,Bachelors,29,Project-based,PGCE,Full-time,English,4.74,8,False,danielle.montes@example.edu
T07738,Ashley Jones,Non-Binary,Canada,English,Geography,PhD,12,Interactive,M.Ed,Visiting,English,3.57,5,False,ashley.jones@example.edu
T07739,Ryan Cruz,Female,France,Chemistry,Geography,Masters,8,Hybrid,B.Ed,Visiting,English,4.5,97,False,ryan.cruz@example.edu
T07740,Marcus Poole,Male,USA,Philosophy,English,Bachelors,14,Flipped Classroom,M.Ed,Visiting,German,4.23,79,True,marcus.poole@example.edu
T07741,Amy Harmon,Male,Canada,Philosophy,Physics,Bachelors,9,Hybrid,B.Ed,Visiting,French,3.31,21,True,amy.harmon@example.edu
T07742,Elizabeth Herrera,Male,Australia,Chemistry,Computer Science,Masters,31,Project-based,M.Ed,Part-time,Mandarin,4.31,22,True,elizabeth.herrera@example.edu
T07743,Kelly Fletcher,Male,Germany,Computer Science,Economics,Bachelors,26,Lecture-based,None,Visiting,German,2.89,48,True,kelly.fletcher@example.edu
T07744,Tommy Peterson,Male,France,Economics,Geography,PhD,16,Project-based,Online Certifications,Full-time,English,3.28,41,False,tommy.peterson@example.edu
T07745,Omar Hicks,Male,USA,English,Philosophy,Masters,12,Interactive,TESOL,Full-time,German,3.61,41,True,omar.hicks@example.edu
T07746,Sandra Price,Female,USA,Computer Science,Chemistry,Bachelors,11,Interactive,PGCE,Part-time,French,3.07,67,True,sandra.price@example.edu
T07747,Derrick Saunders,Female,UK,English,Mathematics,Bachelors,11,Interactive,None,Full-time,Mandarin,3.25,58,False,derrick.saunders@example.edu
T07748,Marc Thomas,Female,Canada,Philosophy,Economics,PhD,34,Lecture-based,TESOL,Part-time,Spanish,4.32,25,True,marc.thomas@example.edu
T07749,Carrie Jackson,Female,Australia,Computer Science,History,PhD,38,Hybrid,B.Ed,Full-time,Mandarin,3.67,56,False,carrie.jackson@example.edu
T07750,Carla Knight,Male,Germany,History,Computer Science,PhD,17,Project-based,M.Ed,Part-time,French,3.73,93,False,carla.knight@example.edu
T07751,Carla Martin,Male,India,History,History,Bachelors,39,Project-based,M.Ed,Full-time,French,3.44,85,False,carla.martin@example.edu
T07752,Bryan Huynh,Female,Australia,Philosophy,Chemistry,Bachelors,15,Interactive,TESOL,Visiting,Spanish,3.4,8,False,bryan.huynh@example.edu
T07753,Ashley Chapman,Female,Germany,Mathematics,Chemistry,Bachelors,29,Flipped Classroom,None,Visiting,French,3.17,47,True,ashley.chapman@example.edu
T07754,Neil Young,Male,India,Philosophy,Philosophy,PhD,16,Lecture-based,PGCE,Part-time,French,4.57,87,True,neil.young@example.edu
T07755,Adrienne Kennedy,Female,Germany,Chemistry,Biology,Masters,38,Interactive,None,Full-time,German,4.15,63,False,adrienne.kennedy@example.edu
T07756,Edwin Gibson,Non-Binary,France,Physics,Geography,PhD,11,Interactive,Online Certifications,Visiting,Mandarin,4.69,95,False,edwin.gibson@example.edu
T07757,Thomas Smith,Non-Binary,Australia,Philosophy,Mathematics,Masters,13,Lecture-based,B.Ed,Visiting,Spanish,2.5,18,True,thomas.smith@example.edu
T07758,Angela Franco,Male,USA,Physics,Mathematics,Masters,19,Hybrid,None,Visiting,French,2.87,92,False,angela.franco@example.edu
T07759,Leslie Tran,Non-Binary,Germany,Geography,Geography,PhD,23,Interactive,B.Ed,Full-time,French,3.06,92,False,leslie.tran@example.edu
T07760,Barbara Pierce,Male,Germany,English,English,PhD,21,Flipped Classroom,PGCE,Visiting,English,2.58,58,True,barbara.pierce@example.edu
T07761,Tiffany Jennings,Female,Australia,Mathematics,Mathematics,PhD,23,Hybrid,TESOL,Visiting,German,4.66,41,False,tiffany.jennings@example.edu
T07762,Alison Sims MD,Non-Binary,Australia,History,Economics,Bachelors,16,Hybrid,B.Ed,Full-time,German,3.18,70,False,alison.sims.md@example.edu
T07763,Elizabeth Chen,Female,Australia,Mathematics,Geography,Masters,32,Lecture-based,B.Ed,Part-time,French,2.68,31,False,elizabeth.chen@example.edu
T07764,Lisa Rojas,Non-Binary,Germany,Physics,Philosophy,Bachelors,9,Lecture-based,B.Ed,Full-time,Spanish,3.61,11,True,lisa.rojas@example.edu
T07765,Bradley Parker,Non-Binary,Germany,Chemistry,Philosophy,PhD,17,Interactive,TESOL,Full-time,Mandarin,2.88,47,False,bradley.parker@example.edu
T07766,James Keller,Non-Binary,India,Physics,Physics,PhD,24,Lecture-based,M.Ed,Part-time,Spanish,4.69,61,True,james.keller@example.edu
T07767,Sonya Brown,Female,Australia,Biology,Mathematics,Masters,29,Hybrid,PGCE,Part-time,Mandarin,3.66,38,True,sonya.brown@example.edu
T07768,Mr. Bradley Young,Non-Binary,UK,Physics,Physics,PhD,8,Lecture-based,PGCE,Full-time,Mandarin,2.7,45,False,mr..bradley.young@example.edu
T07769,Joseph Barrett,Non-Binary,France,Economics,Economics,Masters,23,Lecture-based,Online Certifications,Full-time,French,4.79,32,False,joseph.barrett@example.edu
T07770,Allen Glass,Female,France,English,Computer Science,Masters,9,Project-based,Online Certifications,Full-time,French,2.75,95,True,allen.glass@example.edu
T07771,Vicki Wright,Non-Binary,India,Computer Science,Computer Science,Bachelors,11,Project-based,None,Visiting,English,4.02,45,True,vicki.wright@example.edu
T07772,Brittany Evans DVM,Male,India,Philosophy,English,Bachelors,31,Lecture-based,PGCE,Part-time,French,2.95,10,True,brittany.evans.dvm@example.edu
T07773,David Leblanc,Female,USA,Physics,Economics,Masters,17,Hybrid,B.Ed,Full-time,German,4.47,78,False,david.leblanc@example.edu
T07774,Patricia Lee DDS,Female,UK,Biology,Mathematics,PhD,4,Hybrid,TESOL,Part-time,English,3.71,25,False,patricia.lee.dds@example.edu
T07775,Paul Washington,Male,France,Computer Science,Physics,Bachelors,9,Interactive,M.Ed,Visiting,French,2.88,20,False,paul.washington@example.edu
T07776,Edward Roberts,Non-Binary,Canada,Biology,English,PhD,24,Flipped Classroom,None,Full-time,English,4.47,59,True,edward.roberts@example.edu
T07777,Catherine English,Male,India,Chemistry,Computer Science,Masters,29,Flipped Classroom,TESOL,Visiting,Mandarin,3.11,74,True,catherine.english@example.edu
T07778,Brianna Coleman,Female,France,English,Economics,Bachelors,12,Lecture-based,None,Part-time,French,3.97,6,True,brianna.coleman@example.edu
T07779,Kathleen Nelson,Non-Binary,Germany,Biology,English,Bachelors,23,Interactive,TESOL,Visiting,English,3.19,38,False,kathleen.nelson@example.edu
T07780,Jennifer Sharp,Non-Binary,USA,Biology,Mathematics,Masters,24,Project-based,None,Full-time,French,2.9,61,False,jennifer.sharp@example.edu
T07781,Tony Guerrero,Non-Binary,Australia,Biology,English,Masters,38,Hybrid,Online Certifications,Part-time,German,3.34,29,True,tony.guerrero@example.edu
T07782,Lynn Ayala,Female,USA,Chemistry,Geography,Masters,29,Project-based,B.Ed,Full-time,Mandarin,4.26,90,False,lynn.ayala@example.edu
T07783,Ashley Moore,Non-Binary,Germany,Mathematics,Chemistry,PhD,1,Lecture-based,PGCE,Part-time,Mandarin,3.14,16,False,ashley.moore@example.edu
T07784,Gail Brown,Female,UK,Chemistry,Geography,PhD,8,Hybrid,PGCE,Full-time,Spanish,3.59,83,False,gail.brown@example.edu
T07785,Tara Mccarthy,Male,USA,History,Geography,Bachelors,30,Flipped Classroom,PGCE,Full-time,Spanish,4.9,45,False,tara.mccarthy@example.edu
T07786,Jacob Wolfe,Male,UK,Chemistry,Philosophy,Bachelors,31,Hybrid,PGCE,Part-time,English,4.81,45,True,jacob.wolfe@example.edu
T07787,Laura Ballard,Female,Australia,Philosophy,Mathematics,Bachelors,12,Interactive,B.Ed,Full-time,English,2.6,56,True,laura.ballard@example.edu
T07788,Emma Hernandez,Non-Binary,France,Philosophy,Economics,Masters,29,Project-based,None,Full-time,Spanish,4.99,32,True,emma.hernandez@example.edu
T07789,Colin Jones,Female,UK,Mathematics,Physics,Bachelors,22,Interactive,B.Ed,Full-time,German,3.41,64,True,colin.jones@example.edu
T07790,Kyle Spence,Non-Binary,France,English,Chemistry,Bachelors,16,Hybrid,M.Ed,Part-time,Spanish,4.75,57,False,kyle.spence@example.edu
T07791,Michael Brown,Female,UK,English,English,PhD,35,Interactive,None,Visiting,French,4.19,76,False,michael.brown@example.edu
T07792,Kim Hansen,Female,Australia,Geography,Geography,Masters,26,Project-based,None,Visiting,English,3.77,87,False,kim.hansen@example.edu
T07793,Mrs. Denise Johnson DDS,Non-Binary,Germany,Geography,Philosophy,Bachelors,2,Project-based,TESOL,Full-time,French,2.78,71,False,mrs..denise.johnson.dds@example.edu
T07794,Neil Knight,Female,Canada,Mathematics,Computer Science,Masters,5,Lecture-based,PGCE,Part-time,English,4.39,78,False,neil.knight@example.edu
T07795,Angela Davis,Male,India,Physics,Philosophy,PhD,33,Project-based,None,Full-time,Mandarin,2.93,87,True,angela.davis@example.edu
T07796,Philip Russell,Non-Binary,France,Computer Science,Mathematics,Masters,15,Lecture-based,M.Ed,Part-time,German,4.58,82,True,philip.russell@example.edu
T07797,Joan Finley,Male,Australia,Computer Science,Chemistry,Masters,30,Project-based,TESOL,Full-time,French,3.77,94,True,joan.finley@example.edu
T07798,Keith Stephenson,Female,Germany,Physics,English,PhD,27,Project-based,M.Ed,Visiting,German,4.54,26,True,keith.stephenson@example.edu
T07799,Kristen Smith,Non-Binary,USA,Geography,Economics,PhD,31,Lecture-based,None,Full-time,English,4.82,81,True,kristen.smith@example.edu
T07800,Jesus Richardson,Male,USA,Computer Science,Computer Science,Bachelors,20,Interactive,M.Ed,Visiting,Mandarin,4.43,11,True,jesus.richardson@example.edu
T07801,Daisy Smith,Non-Binary,Australia,Mathematics,English,Bachelors,13,Flipped Classroom,PGCE,Full-time,Spanish,2.75,8,False,daisy.smith@example.edu
T07802,Rachel Washington,Non-Binary,Germany,Mathematics,Computer Science,PhD,13,Interactive,None,Part-time,English,3.07,76,True,rachel.washington@example.edu
T07803,Peter Sharp,Female,Canada,History,Economics,Bachelors,15,Lecture-based,Online Certifications,Part-time,Mandarin,4.91,16,True,peter.sharp@example.edu
T07804,Kelly Powell,Non-Binary,India,Biology,Geography,Bachelors,10,Interactive,M.Ed,Part-time,German,4.91,97,True,kelly.powell@example.edu
T07805,Mark Fisher,Male,Canada,Biology,Chemistry,PhD,23,Flipped Classroom,None,Full-time,Mandarin,2.89,26,False,mark.fisher@example.edu
T07806,Holly Obrien,Female,India,History,History,Bachelors,13,Project-based,B.Ed,Visiting,German,4.88,34,True,holly.obrien@example.edu
T07807,Susan Morales,Non-Binary,Australia,Biology,Mathematics,Bachelors,7,Flipped Classroom,B.Ed,Part-time,Mandarin,2.58,30,False,susan.morales@example.edu
T07808,Charlotte French,Female,Canada,Biology,Chemistry,Bachelors,34,Hybrid,TESOL,Full-time,German,3.31,67,False,charlotte.french@example.edu
